Date,Close
2020-12-31,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,0.0
2021-02-19,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-24,0.0
2021-02-25,0.0
2021-02-26,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-15,3193.044970703125
2021-03-16,3189.74357421875
2021-03-17,3188.725576171875
2021-03-18,3184.91517578125
2021-03-19,3183.64677734375
2021-03-22,3182.6209814453123
2021-03-23,3181.716982421875
2021-03-24,3181.1741845703127
2021-03-25,3179.682783203125
2021-03-26,3177.4055859375
2021-03-29,3176.3707861328126
2021-03-30,3175.3915869140624
2021-03-31,3174.85798828125
2021-04-01,3172.810390625
2021-04-05,3171.2051904296877
2021-04-06,3169.8369921875
2021-04-07,3169.5447900390627
2021-04-08,3169.008193359375
2021-04-09,3171.8005908203127
2021-04-12,3174.635986328125
2021-04-13,3178.5119873046874
2021-04-14,3178.3143896484376
2021-04-15,3178.29619140625
2021-04-16,3180.0343896484374
2021-04-19,3180.85458984375
2021-04-20,3180.505390625
2021-04-21,3181.2869921875
2021-04-22,3181.36779296875
2021-04-23,3182.4537890625
2021-04-26,3185.39119140625
2021-04-27,3188.1855908203124
2021-04-28,3191.976591796875
2021-04-29,3195.2299951171876
2021-04-30,3198.0137939453125
2021-05-03,3200.745595703125
2021-05-04,3203.3681982421876
2021-05-05,3204.8889990234375
2021-05-06,3207.82580078125
2021-05-07,3212.5148046875
2021-05-10,3214.466005859375
2021-05-11,3216.02140625
2021-05-12,3217.1696044921873
2021-05-13,3220.29900390625
2021-05-14,3225.2056005859376
2021-05-17,3230.60419921875
2021-05-18,3236.21080078125
2021-05-19,3239.5897998046876
2021-05-20,3243.3906005859376
2021-05-21,3245.180400390625
2021-05-24,3248.290400390625
2021-05-25,3251.837802734375
2021-05-26,3255.303798828125
2021-05-27,3257.1914013671876
2021-05-28,3261.0930029296874
2021-06-01,3263.9668017578124
2021-06-02,3266.42919921875
2021-06-03,3267.4193994140624
2021-06-04,3269.8023974609373
2021-06-07,3272.8373974609376
2021-06-08,3277.0789990234375
2021-06-09,3281.1873974609375
2021-06-10,3287.0745947265623
2021-06-11,3292.1295947265626
2021-06-14,3296.5869970703125
2021-06-15,3299.7149951171873
2021-06-16,3303.54359375
2021-06-17,3307.740595703125
2021-06-18,3311.4925927734375
2021-06-21,3313.12779296875
2021-06-22,3315.6487939453127
2021-06-23,3317.7251953125
2021-06-24,3320.046796875
2021-06-25,3320.4941943359377
2021-06-28,3321.383193359375
2021-06-29,3322.905791015625
2021-06-30,3325.0151904296877
2021-07-01,3326.434189453125
2021-07-02,3330.47298828125
2021-07-06,3337.1701904296874
2021-07-07,3342.9217919921875
2021-07-08,3349.2013916015626
2021-07-09,3354.418193359375
2021-07-12,3359.3629931640626
2021-07-13,3363.561796875
2021-07-14,3369.465595703125
2021-07-15,3375.8521923828125
2021-07-16,3381.9139892578123
2021-07-19,3386.778388671875
2021-07-20,3392.4099853515627
2021-07-21,3400.3041845703124
2021-07-22,3408.5865869140625
2021-07-23,3418.6805859375
2021-07-26,3429.447587890625
2021-07-27,3437.5173876953127
2021-07-28,3444.7159912109373
2021-07-29,3452.0687890625
2021-07-30,3453.98458984375
2021-08-02,3455.6605908203123
2021-08-03,3458.9237890625
2021-08-04,3461.118388671875
2021-08-05,3463.4571875
2021-08-06,3465.0527880859377
2021-08-09,3467.28798828125
2021-08-10,3469.240185546875
2021-08-11,3470.7093896484375
2021-08-12,3472.09958984375
2021-08-13,3474.2387890625
2021-08-16,3476.094189453125
2021-08-17,3476.9731884765624
2021-08-18,3475.7153857421877
2021-08-19,3473.8473876953126
2021-08-20,3470.853388671875
2021-08-23,3469.234189453125
2021-08-24,3467.6723876953124
2021-08-25,3465.993388671875
2021-08-26,3464.008388671875
2021-08-27,3461.2161865234375
2021-08-30,3459.90958984375
2021-08-31,3460.24619140625
2021-09-01,3459.717392578125
2021-09-02,3458.9033935546877
2021-09-03,3459.48279296875
2021-09-07,3461.63939453125
2021-09-08,3463.2715966796877
2021-09-09,3463.9919970703127
2021-09-10,3464.571796875
2021-09-13,3465.0557958984373
2021-09-14,3463.8361962890626
2021-09-15,3459.837197265625
2021-09-16,3455.6703955078124
2021-09-17,3450.29259765625
2021-09-20,3443.0203955078123
2021-09-21,3435.5219921875
2021-09-22,3429.575791015625
2021-09-23,3424.2621923828124
2021-09-24,3420.14859375
2021-09-27,3416.7919970703124
2021-09-28,3412.11939453125
2021-09-29,3406.677998046875
2021-09-30,3400.6747998046876
2021-10-01,3393.5793994140627
2021-10-04,3384.2422021484376
2021-10-05,3374.66580078125
2021-10-06,3367.378203125
2021-10-07,3360.820400390625
2021-10-08,3354.594404296875
2021-10-11,3352.968603515625
2021-10-12,3351.28560546875
2021-10-13,3349.64640625
2021-10-14,3348.549208984375
2021-10-15,3349.2098095703127
2021-10-18,3351.245810546875
2021-10-19,3353.29140625
2021-10-20,3355.1790087890627
2021-10-21,3358.0370068359375
2021-10-22,3358.6780078125
2021-10-25,3359.2060107421876
2021-10-26,3360.7476123046877
2021-10-27,3363.758212890625
2021-10-28,3368.66521484375
2021-10-29,3372.3588134765623
2021-11-01,3374.7220166015627
2021-11-02,3375.6596142578123
2021-11-03,3377.224013671875
2021-11-04,3380.7804150390625
2021-11-05,3384.84021484375
2021-11-08,3387.627216796875
2021-11-09,3390.7204150390626
2021-11-10,3390.945615234375
2021-11-11,3390.815615234375
2021-11-12,3392.0562109375
2021-11-15,3393.40880859375
2021-11-16,3394.0370068359375
2021-11-17,3394.5070068359373
2021-11-18,3398.745009765625
2021-11-19,3402.8934130859375
2021-11-22,3405.201416015625
2021-11-23,3407.802216796875
2021-11-24,3409.8946142578125
2021-11-26,3410.221015625
2021-11-29,3412.2020166015627
2021-11-30,3415.228818359375
2021-12-01,3417.2306201171873
2021-12-02,3418.3768212890627
2021-12-03,3417.8526220703125
2021-12-06,3417.8896240234376
2021-12-07,3420.239423828125
2021-12-08,3424.3834228515625
2021-12-09,3428.0294189453125
2021-12-10,3431.21341796875
2021-12-13,3433.3752197265626
2021-12-14,3437.216220703125
2021-12-15,3442.1222216796873
2021-12-16,3444.430419921875
2021-12-17,3446.3888232421873
2021-12-20,3447.4480224609374
2021-12-21,3450.6888232421875
2021-12-22,3454.157021484375
2021-12-23,3456.8988232421875
