Date,Close
2020-12-31,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0
2021-01-15,0.0
2021-01-19,0.0
2021-01-20,0.0
2021-01-21,0.0
2021-01-22,0.0
2021-01-25,0.0
2021-01-26,0.0
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,3202.892468261719
2021-02-01,3207.1899658203124
2021-02-02,3216.8584716796877
2021-02-03,3221.55947265625
2021-02-04,3231.190478515625
2021-02-05,3240.689978027344
2021-02-08,3247.7019775390627
2021-02-09,3257.2414794921874
2021-02-10,3265.5289794921873
2021-02-11,3270.3409790039063
2021-02-12,3277.852978515625
2021-02-16,3286.0879760742187
2021-02-17,3295.481970214844
2021-02-18,3298.724475097656
2021-02-19,3295.869970703125
2021-02-22,3290.2954711914062
2021-02-23,3285.3204711914063
2021-02-24,3276.990478515625
2021-02-25,3268.2194702148436
2021-02-26,3260.9849609375
2021-03-01,3257.9819580078124
2021-03-02,3245.5644653320314
2021-03-03,3226.8144653320314
2021-03-04,3210.0664672851562
2021-03-05,3193.5394653320313
2021-03-08,3173.5294677734373
2021-03-09,3160.5249755859377
2021-03-10,3148.1569702148436
2021-03-11,3139.507470703125
2021-03-12,3130.8754760742186
2021-03-15,3121.073974609375
2021-03-16,3112.219482421875
2021-03-17,3103.5739868164064
2021-03-18,3088.5619873046876
2021-03-19,3079.814990234375
2021-03-22,3076.321496582031
2021-03-23,3073.4714965820312
2021-03-24,3069.848498535156
2021-03-25,3069.303503417969
2021-03-26,3067.258508300781
2021-03-29,3063.7380126953126
2021-03-30,3061.776013183594
2021-03-31,3066.230017089844
2021-04-01,3075.401513671875
2021-04-05,3086.7150146484373
2021-04-06,3100.3085205078123
2021-04-07,3111.1355102539064
2021-04-08,3123.2185180664064
2021-04-09,3136.1490112304687
2021-04-12,3150.644006347656
2021-04-13,3166.560009765625
2021-04-14,3178.6170043945312
2021-04-15,3190.785009765625
2021-04-16,3209.3575073242187
2021-04-19,3224.210009765625
2021-04-20,3235.4010009765625
2021-04-21,3246.627001953125
2021-04-22,3257.7255004882813
2021-04-23,3272.456494140625
2021-04-26,3290.3049926757812
2021-04-27,3307.389990234375
2021-04-28,3327.55048828125
2021-04-29,3346.4119873046875
2021-04-30,3361.7329833984377
2021-05-03,3369.720983886719
2021-05-04,3374.123486328125
2021-05-05,3373.6809936523437
2021-05-06,3374.0344970703127
2021-05-07,3370.0050048828125
2021-05-10,3360.560009765625
2021-05-11,3351.755505371094
2021-05-12,3342.702502441406
2021-05-13,3331.821496582031
2021-05-14,3322.994494628906
2021-05-17,3317.9134887695313
2021-05-18,3312.7929931640624
2021-05-19,3306.2819946289064
2021-05-20,3303.2139892578125
2021-05-21,3296.3239990234374
2021-05-24,3288.123498535156
2021-05-25,3280.2045043945313
2021-05-26,3270.5375
2021-05-27,3258.477502441406
2021-05-28,3246.260009765625
2021-06-01,3237.8680053710937
2021-06-02,3233.9739990234375
2021-06-03,3229.797497558594
2021-06-04,3224.789990234375
2021-06-07,3220.1099853515625
2021-06-08,3223.7909912109376
2021-06-09,3226.6529907226563
2021-06-10,3236.5384887695313
2021-06-11,3245.806494140625
2021-06-14,3253.8550048828124
2021-06-15,3259.4920043945312
2021-06-16,3268.6405029296875
2021-06-17,3281.5125
2021-06-18,3293.473498535156
2021-06-21,3306.0174926757813
2021-06-22,3319.039990234375
2021-06-23,3331.2784912109373
2021-06-24,3340.474499511719
2021-06-25,3349.0419921875
2021-06-28,3360.0829833984376
2021-06-29,3371.557482910156
2021-06-30,3381.8659790039064
2021-07-01,3394.1639770507813
2021-07-02,3409.4019775390625
2021-07-06,3433.2884765625
2021-07-07,3454.911975097656
2021-07-08,3477.4249755859373
2021-07-09,3495.9094848632812
2021-07-12,3514.4954833984375
2021-07-13,3529.1699829101562
2021-07-14,3544.0974853515627
2021-07-15,3554.894982910156
2021-07-16,3559.1144775390626
2021-07-19,3562.248986816406
2021-07-20,3568.210485839844
2021-07-21,3572.198486328125
2021-07-22,3578.908984375
2021-07-23,3589.286975097656
2021-07-26,3604.20498046875
2021-07-27,3613.32998046875
2021-07-28,3622.4389892578124
2021-07-29,3630.4269897460936
2021-07-30,3625.157995605469
2021-08-02,3616.182995605469
2021-08-03,3600.7079956054686
2021-08-04,3583.614990234375
2021-08-05,3565.843994140625
2021-08-06,3547.123986816406
2021-08-09,3528.289990234375
2021-08-10,3510.4559814453123
2021-08-11,3490.977490234375
2021-08-12,3474.592492675781
2021-08-13,3460.6094970703125
2021-08-16,3448.0794921875
2021-08-17,3431.5179931640623
2021-08-18,3412.318994140625
2021-08-19,3389.8049926757812
2021-08-20,3366.970495605469
2021-08-23,3345.272998046875
2021-08-24,3329.2425048828127
2021-08-25,3312.685498046875
2021-08-26,3298.489501953125
2021-08-27,3299.5914916992188
2021-08-30,3304.09599609375
2021-08-31,3309.3234985351564
2021-09-01,3315.5375
2021-09-02,3319.894006347656
2021-09-03,3326.54951171875
2021-09-07,3334.9205078125
2021-09-08,3345.161511230469
2021-09-09,3354.7640014648437
2021-09-10,3363.046496582031
2021-09-13,3371.206494140625
2021-09-14,3378.7569946289063
2021-09-15,3390.4484985351564
2021-09-16,3404.7994995117188
2021-09-17,3418.5380004882813
2021-09-20,3426.327001953125
2021-09-21,3430.214990234375
2021-09-22,3433.9284912109374
2021-09-23,3439.769494628906
2021-09-24,3445.245495605469
2021-09-27,3448.05400390625
2021-09-28,3442.7734985351562
2021-09-29,3434.290002441406
2021-09-30,3424.592004394531
2021-10-01,3415.5989990234375
2021-10-04,3401.185498046875
2021-10-05,3386.77099609375
2021-10-06,3373.5964965820312
2021-10-07,3364.5099975585936
2021-10-08,3355.483508300781
2021-10-11,3344.9400146484377
2021-10-12,3334.8065185546875
2021-10-13,3325.2310180664062
2021-10-14,3315.8120239257814
2021-10-15,3313.1370239257812
2021-10-18,3317.6875244140624
2021-10-19,3322.713525390625
2021-10-20,3324.4640258789063
2021-10-21,3325.4145263671876
2021-10-22,3320.9160278320314
2021-10-25,3316.64453125
2021-10-26,3319.650036621094
2021-10-27,3324.2185302734374
2021-10-28,3332.295031738281
2021-10-29,3336.753527832031
2021-11-01,3343.170031738281
2021-11-02,3347.757531738281
2021-11-03,3353.85703125
2021-11-04,3362.5855346679687
2021-11-05,3374.1040283203124
2021-11-08,3386.2380249023436
2021-11-09,3402.6830200195313
2021-11-10,3412.5715209960936
2021-11-11,3421.203515625
2021-11-12,3427.010009765625
2021-11-15,3431.9570068359376
2021-11-16,3436.7845092773437
2021-11-17,3443.4815063476562
2021-11-18,3456.5340087890627
2021-11-19,3473.585009765625
2021-11-22,3486.1950073242188
2021-11-23,3496.393505859375
2021-11-24,3505.789501953125
2021-11-26,3508.689001464844
2021-11-29,3518.1460083007814
2021-11-30,3527.5940063476564
2021-12-01,3534.1425048828123
2021-12-02,3536.810510253906
2021-12-03,3532.4500122070312
2021-12-06,3527.8690185546875
2021-12-07,3529.584521484375
2021-12-08,3526.931018066406
2021-12-09,3526.99951171875
